Dimension 1,Dimension 2,Dataset
0.28243953,0.96022534,H4
0.23741475,0.9527294,H4
0.25128585,0.97352666,H4
0.19844647,0.9882716,H4
0.32492164,0.8696307,H4
0.19030699,0.99863297,H4
0.26055548,0.96493757,H4
0.41007203,0.9017152,H4
0.18211675,0.9954683,H4
0.04748662,0.31403336,H4
0.009123168,0.34347737,H4
0.07995699,0.35456982,H4
0.0024931526,0.36000213,H4
0.0,0.34427172,H4
0.028441362,0.34876934,H4
0.033365943,0.3407788,H4
0.01579519,0.33475265,H4
0.33377594,0.8586406,H4
0.19051537,0.9774804,H4
0.20408624,1.0,H4
0.26084024,0.978295,H4
0.21487874,0.9961,H4
0.24664424,0.95055056,H4
0.2405913,0.9608827,H4
0.2764596,0.9272904,H4
0.92900914,0.8384128,H4
0.9379726,0.8199478,H4
0.91639656,0.8262306,H4
0.9131949,0.77966624,H4
0.9521506,0.8248932,H4
0.9361619,0.79384524,H4
0.9220092,0.7924938,H4
0.94837624,0.7549283,H4
0.035014987,0.53871685,H5
0.06533691,0.55646044,H5
0.043770734,0.5483932,H5
0.092150405,0.46671024,H5
0.2414874,0.75158876,H5
0.23941839,0.7651153,H5
0.3781283,0.77217835,H5
0.38843843,0.75176275,H5
0.63577217,0.06877544,H5
0.74632126,0.038307365,H5
0.73234713,0.054793086,H5
0.860662,0.31167746,H5
0.7139559,0.1325493,H5
0.7666202,0.030972162,H5
0.74911726,0.046757232,H5
0.7483539,0.018829344,H5
0.6289999,0.050767135,H5
0.7049497,0.033006743,H5
0.7225924,0.0,H5
0.6401975,0.031791974,H5
0.7135581,0.064498805,H5
0.6101949,0.06312484,H5
0.7034769,0.12605447,H5
0.61574596,0.050626725,H5
0.12556918,0.57885545,H5
0.36166137,0.74320376,H5
0.012454378,0.5507447,H5
0.394865,0.75831586,H5
0.010515546,0.5401069,H5
0.26697394,0.71391445,H5
0.054084357,0.54633605,H5
0.3917844,0.77906626,H5
0.8977229,0.4687026,H5
0.98472446,0.4205531,H5
0.87934583,0.4594082,H5
0.8922377,0.4507295,H5
0.8834916,0.44013724,H5
0.9903613,0.40865138,H5
0.8875009,0.4963291,H5
0.9999905,0.4059433,H5
0.5274859,0.8894055,H5
0.40085733,0.7769956,H5
0.29198083,0.72199446,H5
0.09467696,0.57078314,H5
0.0865451,0.48884925,H5
0.054105163,0.5278907,H5
0.22933486,0.7660193,H5
0.3744989,0.7636472,H5
0.080256015,0.5388247,H5
0.09119562,0.54942876,H5
0.30789715,0.733692,H5
0.33925483,0.7263478,H5
0.24582916,0.66969097,H5
0.08506528,0.47366178,H5
0.21297672,0.75745267,H5
0.14929678,0.63724643,H5
0.2554292,0.6736923,H5
0.14905189,0.6266276,H5
0.19083917,0.7001058,H5
0.09244773,0.53637207,H5
0.2402788,0.7254333,H5
0.05040374,0.515411,H5
0.10419495,0.537157,H5
0.24106842,0.67957217,H5
0.03212673,0.51920146,H5
0.33497655,0.73555624,H5
0.075178094,0.56490135,H5
0.32160878,0.7282961,H5
0.07441842,0.47844324,H5
0.30668953,0.75535464,H5
0.21363401,0.7329094,H5
0.3552601,0.77446586,H5
0.039968517,0.52774227,H5
0.20496431,0.7237513,H5
0.11350294,0.60101277,H5
0.2537741,0.74217826,H5
0.32087186,0.74389243,H5
0.19915254,0.7525452,H5
0.0,0.547125,H5
0.26442778,0.7222502,H5
0.5806248,0.9453293,H5
0.553449,0.9420103,H5
0.64356196,0.99425733,H5
0.5891996,0.9587675,H5
0.5435218,0.93561345,H5
0.5944741,1.0,H5
0.6041354,0.9595645,H5
0.5523628,0.9565885,H5
0.6331897,0.96703607,H5
0.54440993,0.9192019,H5
0.6470105,0.9855322,H5
0.5908061,0.9699884,H5
0.53576034,0.91219705,H5
0.5556903,0.968399,H5
0.61831063,0.96440303,H5
0.5439228,0.9712209,H5
0.7245822,0.03455218,H5
0.6494554,0.13116443,H5
0.6817131,0.06389091,H5
0.64995605,0.14600511,H5
0.71671814,0.046964288,H5
0.7022616,0.13477777,H5
0.72286415,0.013053295,H5
0.6623252,0.09656151,H5
0.65385085,0.034278408,H5
0.6294618,0.10471321,H5
0.65945363,0.13808554,H5
0.6829409,0.04702659,H5
0.6990018,0.04867388,H5
0.694984,0.059741005,H5
0.67062336,0.15156022,H5
0.65931934,0.113904744,H5
0.9758908,0.35396114,H5
0.8805151,0.47174996,H5
0.9114136,0.3677301,H5
0.9768887,0.4010074,H5
0.90550745,0.39659595,H5
0.91701907,0.39189762,H5
0.90915847,0.43674105,H5
1.0,0.39187238,H5
0.6696563,0.04005945,H5
0.66553444,0.06447075,H5
0.6621653,0.07729198,H5
0.6499201,0.08668667,H5
0.64345515,0.11539113,H5
0.6381038,0.13063398,H5
0.6177624,0.09757777,H5
0.68077636,0.021209886,H5
0.9003642,0.36095345,H5
0.98588246,0.39213997,H5
0.92592293,0.4212051,H5
0.8766226,0.3635999,H5
0.9126084,0.40503356,H5
0.94430846,0.40106842,H5
0.94179785,0.33153728,H5
0.908112,0.4460543,H5
0.9567892,0.3395686,H5
0.9271612,0.44641688,H5
0.9126401,0.3451622,H5
0.8746164,0.3423926,H5
0.89229757,0.4877638,H5
0.9308393,0.40393013,H5
0.901735,0.49392876,H5
0.89991194,0.31661385,H5
0.13192102,0.5862318,H5
0.37602124,0.73949564,H5
0.15421446,0.58687866,H5
0.16000813,0.63063973,H5
0.18210304,0.62506014,H5
0.2914614,0.6958849,H5
0.24181323,0.71752465,H5
0.30142573,0.6881954,H5
0.11954325,0.6409495,H5
0.21527123,0.6239127,H5
0.16112879,0.59031683,H5
0.22181872,0.67043155,H5
0.22312275,0.679315,H5
0.19891694,0.60526776,H5
0.19643651,0.61347973,H5
0.21945244,0.6153522,H5
0.5738156,0.95341086,H5
0.61430734,0.9757102,H5
0.6247926,0.9797124,H5
0.5645438,0.9062564,H5
0.6066904,0.98792136,H5
0.5563136,0.9119163,H5
0.5735814,0.92089736,H5
0.56580037,0.98201424,H5
0.1641354,0.69934815,H5
0.19984862,0.6737969,H5
0.21385662,0.6031097,H5
0.1227819,0.6332028,H5
0.2987392,0.6997998,H5
0.22729926,0.6962657,H5
0.18102051,0.6960806,H5
0.17565587,0.64125305,H5
0.93947315,0.35192668,H5
0.92710096,0.3540234,H5
0.92758304,0.33471403,H5
0.9108035,0.33055976,H5
0.8703243,0.3205451,H5
0.9406845,0.38005817,H5
0.96127874,0.3483179,H5
0.88657206,0.34274808,H5
0.11991134,0.3685816,H6
0.1830497,0.38799295,H6
0.1642765,0.39674702,H6
0.21312366,0.28403217,H6
0.22635233,0.3068259,H6
0.14321397,0.38772273,H6
0.1726193,0.4008045,H6
0.13126281,0.38129494,H6
0.5541908,0.9819029,H6
0.5597573,0.9884971,H6
0.5758494,0.96884257,H6
0.6079693,0.9525764,H6
0.61154604,0.93132454,H6
0.62834114,0.9066103,H6
0.55302644,0.9532428,H6
0.5904917,0.89791775,H6
0.53153247,0.9837936,H6
0.6310269,0.9121904,H6
0.5640763,0.9602237,H6
0.6395932,0.93905,H6
0.6415361,0.9327397,H6
0.51710474,1.0,H6
0.52247745,0.9902857,H6
0.61439824,0.94897825,H6
0.066334784,0.3022185,H6
0.14018287,0.5240383,H6
0.23832983,0.46493703,H6
0.21772707,0.4722142,H6
0.18405987,0.34798986,H6
0.2235843,0.489279,H6
0.2343834,0.44609165,H6
0.18148749,0.33862066,H6
0.9329639,0.36802107,H6
0.98702604,0.34888256,H6
1.0,0.32558605,H6
0.96416336,0.35479334,H6
0.92026746,0.4120149,H6
0.89789,0.38748166,H6
0.9831982,0.33771265,H6
0.9398433,0.35293093,H6
0.06312046,0.31778255,H6
0.10117105,0.51617354,H6
0.11266728,0.5043474,H6
0.0,0.40558597,H6
0.09185342,0.3387107,H6
0.11816921,0.52042156,H6
0.13249545,0.43069315,H6
0.057811134,0.3251335,H6
0.08860924,0.28710234,H6
0.16366352,0.4838406,H6
0.2220584,0.4621105,H6
0.08351432,0.3276076,H6
0.20292747,0.447251,H6
0.07944234,0.3203466,H6
0.17859246,0.42821237,H6
0.22877365,0.4729286,H6
0.09793582,0.3869071,H6
0.1333604,0.50599426,H6
0.20168075,0.2948424,H6
0.19428691,0.3220038,H6
0.16290678,0.3137767,H6
0.093875065,0.27843642,H6
0.16480461,0.42299724,H6
0.12414592,0.51246625,H6
0.10200953,0.5016982,H6
0.10328169,0.48561597,H6
0.1258447,0.35243964,H6
0.20089002,0.4649703,H6
0.106343,0.31846973,H6
0.15888444,0.4146329,H6
0.19755012,0.3153191,H6
0.10076486,0.27749792,H6
0.1895362,0.4358443,H6
0.14694507,0.32422668,H6
0.19289084,0.46904686,H6
0.2091072,0.28967303,H6
0.13982053,0.31146455,H6
0.21779156,0.31111863,H6
0.122303955,0.5012173,H6
0.16425072,0.43346217,H6
0.424724,0.017303696,H6
0.4082167,0.019643845,H6
0.41494393,0.032697763,H6
0.4565865,0.032789048,H6
0.49286807,0.032134637,H6
0.42408636,0.042337593,H6
0.44758207,0.0061187516,H6
0.48795134,0.04036445,H6
0.4118587,0.071820416,H6
0.40665424,0.08043664,H6
0.46631396,0.0127403,H6
0.47155368,0.035439994,H6
0.48514104,0.024778113,H6
0.40019047,0.024823306,H6
0.4324095,0.01129587,H6
0.4215415,0.0,H6
0.63245475,0.98053265,H6
0.55828,0.9167953,H6
0.57474893,0.85921395,H6
0.61290187,0.878338,H6
0.6090667,0.97933775,H6
0.59073967,0.88812286,H6
0.55809534,0.96763915,H6
0.53660995,0.94842696,H6
0.5529958,0.8804278,H6
0.61937493,0.9818545,H6
0.60331523,0.8910075,H6
0.56395453,0.87031287,H6
0.54383177,0.88989806,H6
0.5326197,0.9706587,H6
0.5557358,0.9401923,H6
0.581137,0.8911599,H6
0.9105416,0.3658718,H6
0.8739496,0.31169805,H6
0.9662606,0.3724134,H6
0.9424382,0.30396956,H6
0.95957845,0.38554245,H6
0.8817583,0.348592,H6
0.8794843,0.3607442,H6
0.8848967,0.32623893,H6
0.54273814,0.9692679,H6
0.5609157,0.8908367,H6
0.55328304,0.9255707,H6
0.5960083,0.9710324,H6
0.52928704,0.9030126,H6
0.5646648,0.90751123,H6
0.5988456,0.86882925,H6
0.547757,0.8732012,H6
0.97413486,0.37452042,H6
0.9790148,0.32402575,H6
0.9419815,0.28895456,H6
0.99035794,0.32354784,H6
0.91878945,0.38304812,H6
0.92990845,0.2813424,H6
0.9220788,0.398003,H6
0.89792323,0.33426794,H6
0.9889922,0.3034346,H6
0.8913967,0.34664375,H6
0.95083344,0.31898367,H6
0.9858741,0.2919628,H6
0.929876,0.39582062,H6
0.8768452,0.32221892,H6
0.95487493,0.3666292,H6
0.98353803,0.31151617,H6
0.1216437,0.34606752,H6
0.13365966,0.30047008,H6
0.03747224,0.4198859,H6
0.060494654,0.4504566,H6
0.018672371,0.4147958,H6
0.08886,0.36144128,H6
0.008787593,0.4097512,H6
0.10236277,0.4627308,H6
0.08521033,0.36870793,H6
0.06978048,0.49524096,H6
0.0578997,0.40750235,H6
0.08144973,0.4404969,H6
0.07304695,0.43850744,H6
0.0385406,0.39847687,H6
0.04152756,0.3883888,H6
0.17457807,0.31755328,H6
0.43813902,0.024126885,H6
0.45075178,0.06207795,H6
0.46017784,0.048163235,H6
0.44268358,0.03532931,H6
0.41038838,0.058716442,H6
0.42507547,0.0548028,H6
0.4680473,0.05077403,H6
0.14251283,0.351126,H6
0.07609422,0.3790888,H6
0.069544636,0.41573134,H6
0.055815034,0.44182467,H6
0.035432834,0.41223055,H6
0.10676546,0.35225672,H6
0.10416818,0.45353982,H6
0.13428165,0.3177773,H6
0.09918442,0.4435084,H6
0.9142134,0.28212836,H6
0.9168617,0.2643262,H6
0.8996244,0.36686215,H6
0.90888566,0.35662964,H6
0.92853904,0.29691264,H6
0.9299773,0.26850596,H6
0.9119371,0.27089724,H6
0.93370897,0.3146735,H6
0.1614413,0.42042208,H7
0.18582304,0.6594592,H7
0.08804939,0.4281279,H7
0.10226073,0.42636833,H7
0.18631022,0.6715381,H7
0.114875175,0.41203573,H7
0.15591542,0.66320103,H7
0.1673345,0.6603382,H7
0.65549374,0.0419637,H7
0.66530925,0.0090844305,H7
0.73336977,0.074756086,H7
0.7322619,0.06549929,H7
0.7292559,0.10521828,H7
0.67182124,0.000940243,H7
0.7260353,0.05516564,H7
0.73899746,0.03962398,H7
0.6535686,0.060380667,H7
0.66573894,0.0,H7
0.7196848,0.08181178,H7
0.6537788,0.030608661,H7
0.71372885,0.055632003,H7
0.6466999,0.013643632,H7
0.717362,0.09821494,H7
0.73961,0.049847417,H7
0.1801049,0.6513862,H7
0.0888584,0.4618058,H7
0.04931258,0.43532485,H7
0.20065437,0.6276055,H7
0.13253064,0.42346033,H7
0.13666353,0.4356638,H7
0.19895865,0.64827317,H7
0.11352053,0.42947197,H7
0.99598336,0.52362937,H7
0.90041935,0.6735101,H7
0.95257896,0.5189415,H7
1.0,0.52950424,H7
0.90395755,0.6636417,H7
0.9354981,0.6022941,H7
0.9569198,0.6251123,H7
0.8946212,0.66712713,H7
0.042111557,0.44763902,H7
0.15425712,0.43544284,H7
0.13718322,0.6169119,H7
0.20357367,0.63690263,H7
0.18692057,0.5868748,H7
0.066994295,0.47639552,H7
0.065909564,0.4323468,H7
0.0838616,0.5754422,H7
0.07047586,0.4861354,H7
0.17322393,0.63223016,H7
0.09863256,0.5477142,H7
0.19374876,0.5852283,H7
0.11172345,0.445291,H7
0.07868335,0.43223545,H7
0.084475815,0.5121693,H7
0.057481557,0.44097722,H7
0.17309278,0.64539033,H7
0.18421936,0.64452195,H7
0.08123402,0.58327913,H7
0.07920392,0.47697204,H7
0.15218247,0.44426054,H7
0.12970616,0.585568,H7
0.053903654,0.42730525,H7
0.09499006,0.53835213,H7
0.120983094,0.53533375,H7
0.11316751,0.54982877,H7
0.13470463,0.44520676,H7
0.09880328,0.5173311,H7
0.06186509,0.46438453,H7
0.18673645,0.6248895,H7
0.12909779,0.41680598,H7
0.09305892,0.5496232,H7
0.038268667,0.45984188,H7
0.04561043,0.5039501,H7
0.164335,0.645876,H7
0.05289964,0.47623634,H7
0.052516233,0.4494614,H7
0.189669,0.5779386,H7
0.14615929,0.4262601,H7
0.18230419,0.6164317,H7
0.5287875,0.9805447,H7
0.5047041,0.91635424,H7
0.51021785,0.90231085,H7
0.54281265,0.98029727,H7
0.5259954,0.97261775,H7
0.4861245,0.8945415,H7
0.47734845,0.88811785,H7
0.5484755,0.98870826,H7
0.49569592,0.91171324,H7
0.5189834,0.9576906,H7
0.47041413,0.9084203,H7
0.53485966,0.9882918,H7
0.49308944,0.899831,H7
0.50466806,0.9282605,H7
0.5179141,0.9102705,H7
0.5399295,0.9716683,H7
0.7144375,0.06314776,H7
0.6260772,0.036384784,H7
0.61578053,0.07295663,H7
0.6993965,0.0811745,H7
0.70378876,0.09142729,H7
0.61122555,0.0948494,H7
0.7075913,0.0728937,H7
0.6229731,0.06844527,H7
0.6922506,0.09198754,H7
0.6062266,0.10409308,H7
0.6846405,0.08662783,H7
0.60234505,0.08270257,H7
0.6375266,0.036691308,H7
0.6086238,0.0861324,H7
0.6923965,0.10679193,H7
0.68178666,0.09517175,H7
0.98040617,0.5723099,H7
0.9757302,0.53639567,H7
0.91212845,0.6817049,H7
0.91985893,0.6585204,H7
0.93637776,0.62806207,H7
0.9484248,0.59736234,H7
0.96113884,0.5667643,H7
0.97872424,0.5252995,H7
0.64693296,0.0934174,H7
0.632177,0.074275136,H7
0.6700287,0.06718452,H7
0.62418735,0.08385336,H7
0.7032282,0.10849211,H7
0.6349578,0.02595818,H7
0.64787376,0.036768496,H7
0.63242656,0.086283766,H7
0.96576905,0.51872015,H7
0.9491356,0.6372125,H7
0.93400836,0.6113766,H7
0.9280584,0.63217664,H7
0.9692854,0.5272489,H7
0.9507017,0.61643237,H7
0.9405879,0.6224921,H7
0.9882489,0.5615169,H7
0.9668712,0.5489256,H7
0.9642477,0.5568186,H7
0.9244602,0.6624518,H7
0.97951376,0.582464,H7
0.9501343,0.5703436,H7
0.9064521,0.684565,H7
0.969544,0.57257736,H7
0.9249072,0.67332196,H7
0.026150804,0.49876326,H7
0.118764766,0.5813156,H7
0.07438097,0.4956272,H7
0.023172816,0.4911002,H7
0.014182591,0.5299606,H7
0.031036597,0.513628,H7
0.10757634,0.57974106,H7
0.04764443,0.54857403,H7
0.042388275,0.5430632,H7
0.09386857,0.6113806,H7
0.051825505,0.5364948,H7
0.029887386,0.4738342,H7
0.020713205,0.5268613,H7
0.13297504,0.63145125,H7
0.12763159,0.6237007,H7
0.08474814,0.6087433,H7
0.5114037,0.9905561,H7
0.5248099,0.99812096,H7
0.5130225,1.0,H7
0.48067433,0.90817326,H7
0.48278612,0.9142429,H7
0.50144404,0.9348769,H7
0.52005637,0.9894902,H7
0.49169782,0.92440754,H7
0.122769,0.63393885,H7
0.005825269,0.47412804,H7
0.103383414,0.6156627,H7
0.054657668,0.54687244,H7
0.12249981,0.61308795,H7
0.109154746,0.5708549,H7
0.0,0.4786535,H7
0.021959191,0.47804415,H7
0.91185606,0.59200335,H7
0.8983421,0.5872237,H7
0.9058799,0.5716647,H7
0.916489,0.5988374,H7
0.952766,0.5258687,H7
0.96774167,0.5902655,H7
0.96031755,0.5877222,H7
0.90330684,0.57667994,H7
0.21964416,0.62186426,H8
0.18102893,0.57577634,H8
0.21848801,0.60634416,H8
0.17415406,0.4590615,H8
0.07283773,0.51098627,H8
0.1393745,0.48070964,H8
0.17245464,0.57299465,H8
0.16925728,0.6740044,H8
0.5596377,0.11322258,H8
0.55756074,0.095209695,H8
0.5242501,0.0323835,H8
0.56300026,0.13320103,H8
0.56710535,0.08797139,H8
0.5640741,0.049182247,H8
0.5393073,0.015126623,H8
0.5537745,0.028505137,H8
0.51351386,0.046900805,H8
0.5985893,0.08401096,H8
0.56590205,0.07411104,H8
0.5289482,0.0,H8
0.533935,0.10994556,H8
0.5836413,0.078198835,H8
0.50286657,0.03509025,H8
0.51238596,0.03420924,H8
0.1548115,0.4510571,H8
0.08309581,0.5376784,H8
0.15281092,0.46586064,H8
0.094546504,0.47750524,H8
0.12719397,0.43443796,H8
0.22503243,0.6749999,H8
0.09553777,0.65232575,H8
0.19303226,0.6871768,H8
0.879327,0.639689,H8
0.97563875,0.47844014,H8
0.98579067,0.509813,H8
0.8448994,0.5451154,H8
0.97460157,0.5529765,H8
0.98993254,0.53247947,H8
0.8857775,0.63010883,H8
0.9834265,0.54831535,H8
0.10559954,0.46614546,H8
0.16173564,0.44302592,H8
0.2082311,0.7190765,H8
0.2287547,0.6982728,H8
0.10386714,0.44887877,H8
0.089416504,0.5395512,H8
0.13954458,0.6648821,H8
0.21197332,0.5914092,H8
0.059136957,0.5292172,H8
0.20728551,0.58280903,H8
0.21363842,0.65374887,H8
0.13468428,0.44150114,H8
0.19794537,0.67197216,H8
0.09542086,0.6385311,H8
0.04621815,0.52683246,H8
0.17187937,0.68936193,H8
0.14545912,0.4436975,H8
0.103530824,0.64511317,H8
0.054331206,0.50197065,H8
0.05073157,0.4919738,H8
0.18732019,0.66469365,H8
0.19969605,0.7208399,H8
0.083333306,0.6567879,H8
0.069551975,0.6358702,H8
0.18118003,0.6985953,H8
0.09394173,0.4600589,H8
0.13491313,0.4579721,H8
0.116776355,0.47245643,H8
0.23070857,0.70927006,H8
0.12508944,0.48994943,H8
0.21235052,0.6686579,H8
0.10352001,0.48236823,H8
0.064631626,0.50227076,H8
0.20874052,0.6821356,H8
0.161259,0.58773965,H8
0.17712684,0.5283501,H8
0.05308786,0.5800486,H8
0.14097124,0.4232191,H8
0.20258208,0.6972552,H8
0.085212305,0.48537537,H8
0.58430916,0.92571884,H8
0.5053904,0.95950073,H8
0.5745937,0.93705547,H8
0.56732947,0.9111612,H8
0.511977,0.9136398,H8
0.5463946,1.0,H8
0.5523749,0.9857883,H8
0.53269625,0.967586,H8
0.56122655,0.9945055,H8
0.57464916,0.9239165,H8
0.5718468,0.9522613,H8
0.5765301,0.9085906,H8
0.56387585,0.92659384,H8
0.54890937,0.97467375,H8
0.5377919,0.95881444,H8
0.5629957,0.9833041,H8
0.5229328,0.10080105,H8
0.50542545,0.07846838,H8
0.50092304,0.12957738,H8
0.51260614,0.061030243,H8
0.58363366,0.089622095,H8
0.5298234,0.013650563,H8
0.54209346,0.06725098,H8
0.4623812,0.08013442,H8
0.54601765,0.08704007,H8
0.48795134,0.04263039,H8
0.45462805,0.075117916,H8
0.516712,0.10999572,H8
0.55081314,0.10828416,H8
0.52508473,0.12660101,H8
0.48059955,0.093819566,H8
0.4637031,0.06569199,H8
0.97528344,0.52060163,H8
0.9059209,0.5317994,H8
0.9156755,0.5514326,H8
1.0,0.5348905,H8
0.94107544,0.57962817,H8
0.916548,0.5201489,H8
0.93462306,0.54809934,H8
0.89745945,0.54485977,H8
0.548714,0.12720004,H8
0.44226405,0.09527706,H8
0.5205584,0.14380276,H8
0.4458127,0.064256415,H8
0.44549382,0.08348707,H8
0.50434524,0.15535353,H8
0.4892675,0.09525039,H8
0.5341281,0.12275623,H8
0.86438453,0.5175768,H8
0.9434818,0.5265425,H8
0.90566546,0.5153859,H8
0.90357697,0.5699332,H8
0.96681297,0.4853852,H8
0.9637047,0.55945617,H8
0.9420161,0.5147443,H8
0.8809341,0.6144336,H8
0.9909575,0.49334952,H8
0.9550722,0.4852139,H8
0.874055,0.60899293,H8
0.86060035,0.53323144,H8
0.8544722,0.5193389,H8
0.9574411,0.5109274,H8
0.96191317,0.49837515,H8
0.8753488,0.62418985,H8
0.19267932,0.5454275,H8
0.040264517,0.55998003,H8
0.04205322,0.5079255,H8
0.15785578,0.526004,H8
0.17585094,0.7099641,H8
0.04576489,0.5536208,H8
0.055290077,0.5989116,H8
0.18178825,0.6085955,H8
0.0106176725,0.6009185,H8
0.07898878,0.6386457,H8
0.1643263,0.6918399,H8
0.086263806,0.62785786,H8
0.06443627,0.61192864,H8
0.01812862,0.57268584,H8
0.15228161,0.5297044,H8
0.0,0.59371805,H8
0.52269745,0.95038086,H8
0.48719943,0.96444124,H8
0.51363635,0.9439704,H8
0.5066314,0.9334115,H8
0.48581553,0.9429138,H8
0.48212528,0.95782614,H8
0.5015252,0.94459605,H8
0.5159721,0.92486715,H8
0.019454822,0.5887672,H8
0.06504343,0.64979964,H8
0.014388368,0.55957335,H8
0.0043463786,0.58666646,H8
0.16297199,0.48270616,H8
0.18301773,0.615265,H8
0.018631546,0.61781734,H8
0.03906706,0.59029305,H8
0.8826149,0.55270004,H8
0.93201977,0.5228717,H8
0.86370367,0.6086388,H8
0.85132164,0.5320849,H8
0.9442009,0.5537033,H8
0.93274665,0.5661907,H8
0.8759669,0.5598527,H8
0.907189,0.5571939,H8
0.14225131,0.75919867,H9
0.024407148,0.5560297,H9
0.16783264,0.78448653,H9
0.15350682,0.76137894,H9
0.029642157,0.5715941,H9
0.052995823,0.562725,H9
0.062188856,0.5575941,H9
0.15521233,0.78473043,H9
0.46957228,0.14180696,H9
0.4367553,0.03665701,H9
0.44661936,0.06819539,H9
0.4419722,0.04430365,H9
0.44099727,0.13277417,H9
0.44845772,0.10154743,H9
0.48596594,0.11313093,H9
0.42308053,0.034569696,H9
0.47891885,0.14746411,H9
0.42416936,0.047858343,H9
0.44019026,0.019454697,H9
0.46167567,0.023647664,H9
0.4489227,0.013975647,H9
0.434226,0.010330083,H9
0.47916636,0.11193555,H9
0.4638606,0.14492919,H9
0.0,0.5356548,H9
0.20169097,0.75393057,H9
0.07795251,0.57318133,H9
0.010371262,0.54054075,H9
0.062310733,0.5718799,H9
0.14909951,0.7456558,H9
0.13782243,0.61130244,H9
0.072717115,0.5140602,H9
0.8439202,0.4633266,H9
0.9084114,0.50968677,H9
0.9774491,0.44853193,H9
0.9607242,0.459523,H9
0.9257074,0.49933386,H9
0.9045778,0.42735413,H9
0.99925506,0.43199357,H9
0.89605355,0.50220346,H9
0.13055822,0.551659,H9
0.17025779,0.7752002,H9
0.18815708,0.7462213,H9
0.16143708,0.5171052,H9
0.06418021,0.5139807,H9
0.1437908,0.7275604,H9
0.097187154,0.5438482,H9
0.11369324,0.60079825,H9
0.11427872,0.5401979,H9
0.178158,0.6443462,H9
0.07739242,0.5686111,H9
0.17158824,0.74843675,H9
0.18491769,0.7184576,H9
0.16869915,0.75700104,H9
0.092485115,0.53586715,H9
0.104493126,0.54991585,H9
0.18846257,0.78804064,H9
0.076528884,0.60044307,H9
0.14903025,0.6230796,H9
0.13660915,0.73910606,H9
0.01617144,0.5458772,H9
0.013308213,0.5933363,H9
0.18585107,0.7913374,H9
0.055421032,0.5886949,H9
0.17225727,0.6197652,H9
0.15818778,0.74282753,H9
0.10962759,0.5319987,H9
0.11977913,0.5989756,H9
0.14413913,0.53454036,H9
0.13191243,0.5413929,H9
0.17028071,0.5121826,H9
0.1759368,0.73049897,H9
0.1381965,0.62650687,H9
0.1816635,0.73699725,H9
0.17616026,0.5514106,H9
0.1839109,0.5463003,H9
0.16474079,0.6074888,H9
0.18199274,0.5061445,H9
0.14558803,0.6650328,H9
0.14193664,0.52726537,H9
0.6945924,0.93118364,H9
0.74650115,0.937654,H9
0.6881524,0.9887723,H9
0.705063,0.93904674,H9
0.69555295,1.0,H9
0.70272326,0.97811836,H9
0.76076305,0.95617205,H9
0.6807082,0.9368754,H9
0.74934804,0.9476134,H9
0.71095085,0.94688463,H9
0.73760635,0.97504145,H9
0.72836334,0.97592384,H9
0.7068179,0.98858464,H9
0.6706958,0.93984216,H9
0.6798624,0.97550637,H9
0.7592828,0.9453551,H9
0.38702208,0.101874456,H9
0.42203087,0.06445209,H9
0.44707456,0.003745913,H9
0.41098922,0.09761674,H9
0.4164789,0.10823892,H9
0.4234105,0.10251123,H9
0.45639437,0.0,H9
0.43163964,0.0754721,H9
0.3930976,0.12071586,H9
0.40148896,0.12575635,H9
0.4037379,0.05498367,H9
0.43257332,0.14171116,H9
0.44202703,0.10993253,H9
0.4426269,0.15531594,H9
0.41284946,0.045149367,H9
0.44326973,0.14704803,H9
0.9728971,0.43546116,H9
0.91655266,0.4513877,H9
0.90746725,0.4977869,H9
0.92307997,0.44119942,H9
1.0,0.43895268,H9
0.9127394,0.4582175,H9
0.84127665,0.45879465,H9
0.8983643,0.48716637,H9
0.3663062,0.08886163,H9
0.4112977,0.063299194,H9
0.41045344,0.13632402,H9
0.4231968,0.005501963,H9
0.37967896,0.09325919,H9
0.39656648,0.11204989,H9
0.38764003,0.079721935,H9
0.37878647,0.07893542,H9
0.88839614,0.48118052,H9
0.8711745,0.4533259,H9
0.89558256,0.51104915,H9
0.95369947,0.4410447,H9
0.8610329,0.44446668,H9
0.8677428,0.42187703,H9
0.9794645,0.4315706,H9
0.92675924,0.49019536,H9
0.9497292,0.46228042,H9
0.8819736,0.46345446,H9
0.88996625,0.47103128,H9
0.9396668,0.44707978,H9
0.96707857,0.47337833,H9
0.9422537,0.46576205,H9
0.89786255,0.4560287,H9
0.9158031,0.42732227,H9
0.06320118,0.5985083,H9
0.065400556,0.60568434,H9
0.17878713,0.6168808,H9
0.17649628,0.65951115,H9
0.16461198,0.72180897,H9
0.01775027,0.5967439,H9
0.12826551,0.6621517,H9
0.20237945,0.6161911,H9
0.0895259,0.59949666,H9
0.18223305,0.668278,H9
0.16785179,0.6844885,H9
0.17154513,0.67258763,H9
0.18419632,0.56277245,H9
0.19908512,0.6038378,H9
0.121996835,0.6785558,H9
0.14107594,0.5601004,H9
0.7182404,0.966339,H9
0.7630051,0.9667756,H9
0.69281477,0.9783024,H9
0.68579966,0.9636545,H9
0.7429639,0.98537034,H9
0.7021481,0.9514046,H9
0.7101899,0.96188146,H9
0.71970904,0.9955116,H9
0.13300835,0.6551064,H9
0.15845685,0.6723821,H9
