Dimension 1,Dimension 2,Dataset
0.30950975,0.09121475,H4
0.36462316,0.002969215,H4
0.31879762,0.012888216,H4
0.32939163,0.110461034,H4
0.35748655,0.041160524,H4
0.44792646,0.12332178,H4
0.34925967,0.06243633,H4
0.44566593,0.11449671,H4
0.43461877,0.089878775,H4
0.3445508,0.032100704,H4
0.36072925,0.057046086,H4
0.29023555,0.08547057,H4
0.29434565,0.09481797,H4
0.9816443,0.21811475,H4
0.9475472,0.26290756,H4
0.96138036,0.23109348,H4
0.9455504,0.196666,H4
0.99198717,0.22834419,H4
0.94522315,0.22655024,H4
0.9583433,0.20171489,H4
0.9670044,0.23757033,H4
0.45549384,0.95770705,H4
0.63587075,0.9197643,H4
0.46490252,0.9473799,H4
0.6427557,0.9190724,H4
0.5767276,0.92342234,H4
0.5007973,0.95298165,H4
0.49708334,0.9440655,H4
0.5747586,0.9223852,H4
0.124154806,0.36556163,H5
0.013459913,0.3190102,H5
0.14367545,0.36832348,H5
0.040104877,0.30514166,H5
0.13542397,0.36366335,H5
0.11758641,0.41919085,H5
0.107766666,0.3326966,H5
0.040819757,0.3175181,H5
0.97248083,0.40345842,H5
0.9683188,0.37295523,H5
0.9738644,0.36313137,H5
0.9264026,0.41595116,H5
0.9695855,0.41387406,H5
0.9873295,0.38452405,H5
0.97785676,0.4069933,H5
0.95019746,0.40910026,H5
0.96735716,0.36894956,H5
0.9945419,0.38671008,H5
0.9819603,0.36599356,H5
0.94291556,0.4214701,H5
0.9842712,0.39087796,H5
0.97488654,0.42280796,H5
0.97511685,0.38701445,H5
0.95024496,0.41505885,H5
0.11413943,0.41612923,H5
0.10113813,0.33126354,H5
0.0438542,0.31470603,H5
0.023571283,0.3260216,H5
0.13903922,0.35473016,H5
0.12132951,0.40831038,H5
0.07344686,0.3211735,H5
0.07078337,0.34151673,H5
0.9340805,0.41667807,H5
0.9382256,0.41145366,H5
1,0.3945233,H5
0.98579735,0.37576377,H5
0.97430176,0.3852454,H5
0.9787391,0.37402466,H5
0.9517726,0.36872622,H5
0.984282,0.40801015,H5
0.07266718,0.3226478,H5
0.10988363,0.39002094,H5
0.15249842,0.33850443,H5
0.11901968,0.42541644,H5
0.014890257,0.3197114,H5
0.12774998,0.33520052,H5
0.15931477,0.33311448,H5
0.029137045,0.32230136,H5
0.395039,0.05193639,H5
0.4220068,0.036475014,H5
0.42305297,0.025058024,H5
0.40871307,0.016311448,H5
0.4259705,0.00897554,H5
0.40268457,0.047649782,H5
0.41511846,0.0459452,H5
0.41686535,0,H5
0.04446439,0.30008936,H5
0.15906109,0.34636348,H5
0.121701635,0.40962222,H5
0.15006936,0.3759102,H5
0.13600262,0.33602792,H5
0.14059076,0.34417224,H5
0.14364454,0.32737735,H5
0.0435555,0.30376574,H5
0.41972062,0.017720105,H5
0.3944983,0.05975679,H5
0.41192478,0.051255025,H5
0.42136124,0.006461686,H5
0.42967358,0.021711772,H5
0.4090278,0.006559541,H5
0.4065799,0.05770277,H5
0.41521257,0.009985712,H5
0.5701413,0.9009114,H5
0.43801135,0.9739875,H5
0.5800972,0.882301,H5
0.50281876,0.9981885,H5
0.4714743,0.9611697,H5
0.42531767,0.956143,H5
0.4361559,0.9979457,H5
0.53023124,0.9247768,H5
0.14555229,0.3402625,H5
0.059814725,0.32401645,H5
0.04000439,0.3423786,H5
0.1345351,0.34377393,H5
0.040942907,0.2957214,H5
0.12385285,0.3874796,H5
0.12301941,0.39375713,H5
0.13230115,0.42099774,H5
0.5395143,0.9044618,H5
0.40941924,0.97055286,H5
0.54200304,0.9035692,H5
0.49969622,0.9753437,H5
0.47050318,0.9988848,H5
0.4652132,1,H5
0.57050115,0.8677251,H5
0.4298939,0.9962887,H5
0.49567935,0.9756761,H5
0.51059926,0.9706098,H5
0.41065592,0.9664069,H5
0.5398604,0.94301134,H5
0.39212,0.9745005,H5
0.49092278,0.9629987,H5
0.5306864,0.9006802,H5
0.5713128,0.8693658,H5
0.54221916,0.9289124,H5
0.49627295,0.9921895,H5
0.5594442,0.8891381,H5
0.39125195,0.97173023,H5
0.40935442,0.9884343,H5
0.5468334,0.8891209,H5
0.52622336,0.90739816,H5
0.46050093,0.9941789,H5
0.573589,0.8902257,H5
0.51805973,0.9008114,H5
0.38871527,0.9964448,H5
0.5533772,0.9004052,H5
0.44023812,0.96068084,H5
0.46160683,0.98821485,H5
0.47978723,0.98602337,H5
0.48114997,0.9895267,H5
0.53774095,0.94331074,H5
0.42264888,0.9788368,H5
0.5282934,0.92626184,H5
0.4192783,0.9573315,H5
0.5641024,0.8693944,H5
0.38371035,0.98264277,H5
0.5756567,0.8910356,H5
0.55052394,0.9186065,H5
0.40156448,0.06231919,H5
0.4067264,0.026867708,H5
0.40598112,0.03643607,H5
0.41484672,0.026391655,H5
0.41178504,0.032429457,H5
0.40419722,0.06574845,H5
0.4014035,0.025842827,H5
0.3944523,0.05646633,H5
0.515429,0.9214651,H5
0.53473806,0.88217986,H5
0.48354778,0.9816865,H5
0.5297488,0.8792772,H5
0.46214285,0.9686024,H5
0.4226008,0.9729026,H5
0.39389086,0.98512304,H5
0.43100193,0.9715954,H5
0.11707273,0.36637077,H5
0.027142555,0.35560912,H5
0.05428996,0.35961396,H5
0.14896755,0.43134668,H5
0.12190457,0.39319587,H5
0.024568675,0.34745082,H5
0.039369352,0.3469704,H5
0.077591725,0.37191027,H5
0,0.34703153,H5
0.006978263,0.33716384,H5
0.014537474,0.34798172,H5
0.06615727,0.3691589,H5
0.130388,0.43170738,H5
0.13784128,0.4122692,H5
0.10155893,0.38155925,H5
0.14855076,0.4258371,H5
0.11193774,0.3996833,H5
0.13682345,0.3882419,H5
0.1380911,0.42542467,H5
0.008774904,0.3537156,H5
0.05506316,0.28612244,H5
0.02670322,0.3580864,H5
0.14270076,0.40056452,H5
0.039777722,0.34996572,H5
0.93993086,0.37584862,H5
0.94529104,0.37960404,H5
0.95317745,0.41846406,H5
0.9353045,0.4240206,H5
0.96562564,0.40807617,H5
0.9292812,0.42529914,H5
0.9418598,0.38012293,H5
0.9707584,0.43053108,H5
0.53094196,0.8851798,H5
0.39969808,0.9769166,H5
0.41524822,0.9957428,H5
0.45952442,0.9839927,H5
0.53788936,0.872727,H5
0.57030445,0.88849366,H5
0.55573756,0.8738623,H5
0.4018307,0.98910373,H5
0.21726826,0.35061842,H6
0.21934648,0.35362756,H6
0.26977438,0.3996001,H6
0.2552669,0.38477358,H6
0.2407382,0.38839582,H6
0.24961427,0.49201158,H6
0.24176183,0.4934808,H6
0.24696553,0.48195744,H6
0.7675474,0.056793924,H6
0.7813427,0.060083855,H6
0.78946096,0.0622374,H6
0.81878024,0.044141185,H6
0.7993259,0.007635901,H6
0.83320904,0.029659756,H6
0.8268717,0.03881469,H6
0.8037959,0.044147804,H6
0.81443644,0.039151218,H6
0.829607,0.025464544,H6
0.77396786,0.049383067,H6
0.81859887,0.051831454,H6
0.77853316,0.06684124,H6
0.8041458,0.02861084,H6
0.7907106,0.060583428,H6
0.8044233,0.012873521,H6
0.2461173,0.46051452,H6
0.23384522,0.3611966,H6
0.2785597,0.3793851,H6
0.24761353,0.49640054,H6
0.24833393,0.40040824,H6
0.23408175,0.46279344,H6
0.22495377,0.42202434,H6
0.23755379,0.35573575,H6
0.7983841,0.071212344,H6
0.8202984,0.050928246,H6
0.78367347,0.06937328,H6
0.7893094,0.069466755,H6
0.81669325,0.018737122,H6
0.80650395,0.06647043,H6
0.8127609,0.020483557,H6
0.80772173,0.047113605,H6
0.26587743,0.38772592,H6
0.25020516,0.4460387,H6
0.22436734,0.399881,H6
0.20497844,0.5057061,H6
0.26739615,0.36341876,H6
0.22111402,0.3566036,H6
0.25383434,0.39432588,H6
0.27106673,0.43240198,H6
0.044525776,0.9720569,H6
0.04258783,0.96415305,H6
0.001899931,0.99161106,H6
0.015889037,0.98114264,H6
0.035991173,0.9816898,H6
0.041905485,0.98448133,H6
0.01576922,0.99327785,H6
0.028049584,0.97583306,H6
0.23262732,0.47960868,H6
0.26437527,0.39624614,H6
0.26097506,0.38133574,H6
0.19851516,0.48544434,H6
0.28644794,0.37338573,H6
0.20295085,0.36933964,H6
0.28378317,0.37343344,H6
0.24707028,0.4425816,H6
0.026073856,0.9990564,H6
0.009262724,0.99014866,H6
0.01998502,0.98570985,H6
0.035595004,0.97525233,H6
0.013891069,0.9999429,H6
0,1,H6
0.043876413,0.9557521,H6
0.03706917,0.96366316,H6
0.95364225,0.72070444,H6
0.9397148,0.81940275,H6
0.88297015,0.8400302,H6
0.93003553,0.8271705,H6
0.95175886,0.8113117,H6
0.99296826,0.769363,H6
0.9653144,0.78329784,H6
0.9443931,0.7101975,H6
0.22287539,0.42191714,H6
0.21640909,0.36687103,H6
0.26405573,0.42399323,H6
0.19680162,0.35589114,H6
0.24353781,0.40531343,H6
0.23139752,0.5031677,H6
0.22753519,0.49271628,H6
0.21686947,0.47250494,H6
0.8771174,0.87227327,H6
0.88928545,0.8402015,H6
0.90555066,0.8284926,H6
0.93164617,0.7186914,H6
0.93046105,0.7496771,H6
0.959147,0.7953505,H6
0.90209705,0.8245747,H6
1,0.7518278,H6
0.8855002,0.8565096,H6
0.9443469,0.7377293,H6
0.96578276,0.7704687,H6
0.95882607,0.74985015,H6
0.9657186,0.7571729,H6
0.87337303,0.86687386,H6
0.97545755,0.77527416,H6
0.9217928,0.8048775,H6
0.9328155,0.7242507,H6
0.92908424,0.741422,H6
0.88442534,0.86611253,H6
0.9602247,0.7278157,H6
0.8967716,0.8230369,H6
0.99911374,0.7611345,H6
0.8975427,0.83508307,H6
0.8742359,0.8348667,H6
0.9336572,0.79869974,H6
0.94422567,0.7247437,H6
0.9633971,0.7170532,H6
0.8788897,0.85751563,H6
0.9691826,0.7711856,H6
0.9655302,0.73918897,H6
0.9189007,0.83319634,H6
0.8654875,0.8596277,H6
0.9477482,0.7687677,H6
0.90449476,0.8006486,H6
0.9001168,0.84498,H6
0.95033836,0.7585473,H6
0.9356573,0.705235,H6
0.87096745,0.8598506,H6
0.9130192,0.82704884,H6
0.9507226,0.73728675,H6
0.038689073,0.95136344,H6
0.026562888,0.98240155,H6
0.014604506,0.97065043,H6
0.033727944,0.9489919,H6
0.017117769,0.96264267,H6
0.014141965,0.9759306,H6
0.028388977,0.95578957,H6
0.02929613,0.96212,H6
0.97672385,0.74730057,H6
0.94328284,0.7141557,H6
0.891441,0.8657505,H6
0.8925961,0.8112444,H6
0.8567929,0.84932536,H6
0.93302655,0.8168792,H6
0.9657356,0.7351446,H6
0.9428692,0.7240648,H6
0.21661782,0.4857089,H6
0.2586909,0.3689536,H6
0.22868523,0.4740439,H6
0.17778647,0.36361402,H6
0.21565743,0.40534246,H6
0.21359774,0.41711736,H6
0.2113727,0.4933973,H6
0.23411062,0.47196168,H6
0.25661775,0.43056685,H6
0.18536353,0.367499,H6
0.19624949,0.4986652,H6
0.2185835,0.4407448,H6
0.21660039,0.46880156,H6
0.17971292,0.36154982,H6
0.21165724,0.42736644,H6
0.20507202,0.41165182,H6
0.24224526,0.42653543,H6
0.18791004,0.37002993,H6
0.21772484,0.49450126,H6
0.20837173,0.4498513,H6
0.18142585,0.35961786,H6
0.20947593,0.48726878,H6
0.19715819,0.39677608,H6
0.20367156,0.47452462,H6
0.80383444,0.003837364,H6
0.80336845,0.026725711,H6
0.78163326,0.02217091,H6
0.8150981,0.004621343,H6
0.7759247,0.047837608,H6
0.7821682,0.02491756,H6
0.809124,0.011804575,H6
0.79239887,0,H6
0.8499594,0.8519171,H6
0.8515929,0.8491904,H6
0.9976638,0.7458866,H6
0.9603134,0.7041233,H6
0.9588603,0.6971336,H6
0.88992137,0.824269,H6
0.9228837,0.7743378,H6
0.9396778,0.7546026,H6
0.11120281,0.3945014,H7
0.05574383,0.48702976,H7
0.060390286,0.36185858,H7
0.09234046,0.47120664,H7
0.0672055,0.48479357,H7
0.0825649,0.31620637,H7
0.040808108,0.2861635,H7
0.04638036,0.42667416,H7
0.9592765,0.000966497,H7
0.9794185,0.114074536,H7
0.940024,0.06231887,H7
0.93181664,0.07034624,H7
0.9622611,0.05367031,H7
0.9509205,0.029779598,H7
0.9157326,0.05797825,H7
0.97644806,0.088489436,H7
0.9758105,0.10127452,H7
0.9599961,0.031137303,H7
0.96347314,0.0548463,H7
0.943698,0.040415153,H7
0.9585984,0,H7
0.9794271,0.06322452,H7
0.91969204,0.042367145,H7
0.9513301,0.07718696,H7
0.091370486,0.37474918,H7
0.04001508,0.46708626,H7
0.06345329,0.29718083,H7
0.0686258,0.28048423,H7
0.05254486,0.45857906,H7
0.05724979,0.30830738,H7
0.044934083,0.4019927,H7
0.09742047,0.4605513,H7
0.9901868,0.1020992,H7
0.98480856,0.09830458,H7
0.9439388,0.052010313,H7
0.96667635,0.077402785,H7
0.9497251,0.06514097,H7
0.92632145,0.07989018,H7
0.9246796,0.09086434,H7
0.9391366,0.080683015,H7
0.04800188,0.27648774,H7
0.087086365,0.27685443,H7
0.09386656,0.49795496,H7
0.06527658,0.44095597,H7
0.058735725,0.2877144,H7
0.09590003,0.41145983,H7
0.029679265,0.4413067,H7
0.08342103,0.40743163,H7
0.38421306,0.1927253,H7
0.40333217,0.2206642,H7
0.41006207,0.20120496,H7
0.4098748,0.1839967,H7
0.44841382,0.21814445,H7
0.4091377,0.21616234,H7
0.4408026,0.21249089,H7
0.46160278,0.2242231,H7
0.10964067,0.37098056,H7
0.10288365,0.37799174,H7
0.049991257,0.46802026,H7
0.101972416,0.40685117,H7
0.07569237,0.325478,H7
0.04511721,0.2580058,H7
0.0184128,0.4826005,H7
0.09422824,0.49370813,H7
0.41829282,0.19056746,H7
0.4399332,0.1890177,H7
0.46408254,0.21406703,H7
0.40381354,0.20171149,H7
0.45215973,0.20385434,H7
0.42646596,0.19137146,H7
0.39599663,0.2125585,H7
0.39372465,0.198984,H7
0.6707197,0.9770591,H7
0.7654025,0.92773235,H7
0.690591,0.95845157,H7
0.7558366,0.97282267,H7
0.68769276,0.95153195,H7
0.6469336,0.8698101,H7
0.6357885,0.966859,H7
0.60582364,0.91448176,H7
0.04350369,0.379854,H7
0.037835512,0.4480378,H7
0.04350369,0.379854,H7
0.050793715,0.3576945,H7
0.047346257,0.31198478,H7
0.0318168,0.25329584,H7
0.029831836,0.4706147,H7
0.061782066,0.33022246,H7
0.6992504,0.9423634,H7
0.5857214,0.95120347,H7
0.6052632,0.94715464,H7
0.7332183,0.91994005,H7
0.72432214,0.91134834,H7
0.7263575,0.89504457,H7
0.7236084,0.980357,H7
0.7361966,0.91987526,H7
0.670719,0.88422954,H7
0.6244861,0.9118383,H7
0.6351749,0.8773401,H7
0.74596894,0.90524596,H7
0.70240307,0.9528436,H7
0.6965973,0.915595,H7
0.57651395,0.9647459,H7
0.76213896,0.9459659,H7
0.6143696,0.9059784,H7
0.74404335,0.9751007,H7
0.6996801,0.99331295,H7
0.70729816,1,H7
0.6408343,0.89460427,H7
0.66960347,0.97918516,H7
0.61579186,0.88383895,H7
0.7482788,0.96716833,H7
0.694966,0.97725725,H7
0.6230703,0.94203883,H7
0.7235723,0.9357507,H7
0.6598535,0.92494625,H7
0.7548332,0.9543525,H7
0.74063075,0.8878951,H7
0.58008677,0.9674975,H7
0.71260357,0.9256564,H7
0.62287074,0.95614344,H7
0.61789817,0.9598361,H7
0.68869776,0.9079241,H7
0.7650656,0.91126245,H7
0.6075529,0.891695,H7
0.65228486,0.9695935,H7
0.7371038,0.93448216,H7
0.64210135,0.92089045,H7
0.46994063,0.21730006,H7
0.41577613,0.23061799,H7
0.42749974,0.21107358,H7
0.46741053,0.22352958,H7
0.44346425,0.20544761,H7
0.43099922,0.22295539,H7
0.41630986,0.2192645,H7
0.41647404,0.20575638,H7
0.6246564,0.8945293,H7
0.5921522,0.92209953,H7
0.6741691,0.9128379,H7
0.7159942,0.8807196,H7
0.68852645,0.9240583,H7
0.74460566,0.8769684,H7
0.76874435,0.90294313,H7
0.60073733,0.9338407,H7
0.074425586,0.39630815,H7
0.031067792,0.27729106,H7
0.044091247,0.24137954,H7
0.012400596,0.37378818,H7
0.023198592,0.39536583,H7
0.034571238,0.35234278,H7
0.002619132,0.3985601,H7
0.030284364,0.40167347,H7
0.12457255,0.42300394,H7
0.025017692,0.32258335,H7
0.018047536,0.43545792,H7
0.030182485,0.36276877,H7
0.037043426,0.26109222,H7
0.02799911,0.42245126,H7
0.025497854,0.25991207,H7
0.000915866,0.42249903,H7
0.11978624,0.4045437,H7
0.06023082,0.34118155,H7
0.054269474,0.29372478,H7
0.020046014,0.47910404,H7
0,0.39863592,H7
0.088097274,0.47691935,H7
0.07602206,0.3170235,H7
0.079682656,0.35457283,H7
0.993055,0.08964589,H7
0.9890984,0.07543932,H7
0.9269976,0.055939067,H7
0.98860407,0.11696143,H7
0.94153404,0.10151553,H7
0.9491469,0.09765855,H7
1,0.112326145,H7
0.97264373,0.036556404,H7
0.5982582,0.8848858,H7
0.6719135,0.9123284,H7
0.77242213,0.8908991,H7
0.7065714,0.8745487,H7
0.62182873,0.93691075,H7
0.7447244,0.9217316,H7
0.57639855,0.96040666,H7
0.6135437,0.9465763,H7
0.015852826,0.17816617,H8
0.06161289,0.1846246,H8
0.096605845,0.15414324,H8
0.17990538,0.1781484,H8
0.060441338,0.21269868,H8
0.14080177,0.16460931,H8
0.20291987,0.12075361,H8
0.051552944,0.17602324,H8
0.9911129,0.75420475,H8
0.96030486,0.7863886,H8
0.9640241,0.76568437,H8
0.9527387,0.78342265,H8
0.9820703,0.75383073,H8
0.9869331,0.7427702,H8
0.94823426,0.7728882,H8
0.9370515,0.7615791,H8
0.97087646,0.81018364,H8
0.9727565,0.80692476,H8
0.9286931,0.75957495,H8
0.95245314,0.7960977,H8
0.9974962,0.7760485,H8
0.98030525,0.78694206,H8
0.99225605,0.78213143,H8
0.9784656,0.77577174,H8
0.11493639,0.15361446,H8
0.051927257,0.22293857,H8
0.09531105,0.16590996,H8
0.14657742,0.1326036,H8
0.066989265,0.20721942,H8
0.062431067,0.16822578,H8
0.2088045,0.15181957,H8
0.13926303,0.13199517,H8
0.9709273,0.7755494,H8
0.9744922,0.74952704,H8
1,0.76837933,H8
0.9892828,0.7514044,H8
0.95846784,0.79291654,H8
0.93549025,0.74776274,H8
0.9394905,0.7772202,H8
0.93649024,0.7742129,H8
0.05591513,0.14298277,H8
0.033553023,0.20062678,H8
0.2119569,0.12028846,H8
0.1399795,0.16116086,H8
0.15141073,0.15381931,H8
0.06519848,0.15372619,H8
0.05757998,0.17129423,H8
0.17471562,0.16583435,H8
0.6126752,0.025727432,H8
0.62338376,0,H8
0.61088705,0.00522839,H8
0.64788777,0.04133299,H8
0.629857,0.0363968,H8
0.61628073,0.011870954,H8
0.6585319,0.056106523,H8
0.6216569,0.014842061,H8
0.02093062,0.20609424,H8
0.16689858,0.15831491,H8
0.21018675,0.12565757,H8
0.098772675,0.17430516,H8
0.048957236,0.20847458,H8
0.06062468,0.20455046,H8
0.07199766,0.23093925,H8
0.18365869,0.15171394,H8
0.64912736,0.055774815,H8
0.6349342,0.01938347,H8
0.620826,0.03929368,H8
0.60669124,0.019609075,H8
0.6051878,0.010727837,H8
0.5978924,0.01100403,H8
0.658863,0.052606143,H8
0.60948247,0.033151504,H8
0.39288658,0.947984,H8
0.4607771,0.88860065,H8
0.42726716,0.92916244,H8
0.35786256,0.9989495,H8
0.32475796,0.98956484,H8
0.46378392,0.84288657,H8
0.41601244,0.8999852,H8
0.33776408,0.99909365,H8
0.079808556,0.17790887,H8
0.09310151,0.17499974,H8
0.07250374,0.17565176,H8
0.19921285,0.16081694,H8
0.14403135,0.14524533,H8
0.21080644,0.1393969,H8
0.057886828,0.14681876,H8
0.039521888,0.19010322,H8
0.44007373,0.8919991,H8
0.42227092,0.90577716,H8
0.42642114,0.9213902,H8
0.39779696,0.91648895,H8
0.3144865,0.98938656,H8
0.48500282,0.8515061,H8
0.3470933,0.998001,H8
0.30856365,0.9742545,H8
0.3713059,0.95502967,H8
0.39783686,0.93532896,H8
0.38344803,0.94336647,H8
0.42052898,0.89024425,H8
0.4848487,0.8347659,H8
0.34636027,0.97437817,H8
0.38187686,0.9141271,H8
0.33814222,0.95523363,H8
0.4868178,0.83596337,H8
0.41602117,0.921844,H8
0.4649316,0.8594522,H8
0.38581187,0.9213823,H8
0.33821097,0.97986937,H8
0.39647177,0.8946218,H8
0.40278736,0.90417624,H8
0.3618848,0.96008754,H8
0.42928073,0.89066416,H8
0.31550303,0.9777609,H8
0.35481632,0.93467486,H8
0.4796562,0.86781067,H8
0.3337525,0.9895381,H8
0.45711723,0.868418,H8
0.44085202,0.87093544,H8
0.41638544,0.9431629,H8
0.35984075,1,H8
0.33241183,0.963256,H8
0.47509924,0.8502335,H8
0.41162,0.9473212,H8
0.39111015,0.9092507,H8
0.44294396,0.92901,H8
0.3082918,0.9672107,H8
0.47752908,0.8845739,H8
0.6174122,0.0316586,H8
0.65377337,0.058424983,H8
0.62874234,0.028775511,H8
0.6362162,0.033209164,H8
0.65461814,0.06105411,H8
0.6252166,0.020850906,H8
0.6356702,0.04744572,H8
0.62962055,0.007184503,H8
0.48933232,0.8758951,H8
0.31444275,0.95101166,H8
0.46979523,0.85106117,H8
0.34113702,0.9423596,H8
0.48422498,0.8698302,H8
0.46010146,0.8936956,H8
0.3334373,0.9551705,H8
0.3525475,0.96903473,H8
0.17276311,0.15187101,H8
0.011288382,0.18435942,H8
0.01156705,0.20276195,H8
0.032144852,0.22964,H8
0.1936731,0.15239933,H8
0.18323772,0.13996217,H8
0.17995496,0.1739019,H8
0.16689436,0.15921523,H8
0.007850778,0.20356098,H8
0.15130344,0.19570096,H8
0.19414157,0.17565204,H8
0.15680043,0.1672784,H8
0.08871431,0.17132178,H8
0.14616911,0.15487964,H8
0.025095828,0.2115121,H8
0.029317154,0.21804039,H8
0.019324645,0.19409396,H8
0.09977991,0.19399507,H8
0.14182317,0.19969276,H8
0.16298085,0.16656415,H8
0.19833162,0.1267064,H8
0.0167263,0.22620314,H8
0,0.19409196,H8
0.21279022,0.15090656,H8
0.9737311,0.7421667,H8
0.92227906,0.77240324,H8
0.95537347,0.73056644,H8
0.95728385,0.74370635,H8
0.92227906,0.77240324,H8
0.94204444,0.78700733,H8
0.9285621,0.7485923,H8
0.9610454,0.7408067,H8
0.30964884,0.95715225,H8
0.44974822,0.8302384,H8
0.47144786,0.8614989,H8
0.3560166,0.96765304,H8
0.4629372,0.90357774,H8
0.41713166,0.9445311,H8
0.46209532,0.8979574,H8
0.35752913,0.91320056,H8
0.09489076,0.5624213,H9
0.015884003,0.5145772,H9
0.12859653,0.5682955,H9
0.11196447,0.56779265,H9
0.08353651,0.57751274,H9
0,0.5000988,H9
0.061236672,0.5221281,H9
0.05646346,0.5346239,H9
0.5120231,0.012706935,H9
0.5170407,0.002259128,H9
0.49379113,0.031773243,H9
0.4656168,0.024660321,H9
0.51214564,0.047399573,H9
0.5205889,0.027547246,H9
0.518644,0.035248652,H9
0.5284553,0.03580919,H9
0.52278984,0.049766555,H9
0.4606858,0.0317487,H9
0.5013811,0.04589928,H9
0.51497,0.043382924,H9
0.5198968,0.03528084,H9
0.5102651,0.04993979,H9
0.51558936,0,H9
0.50335586,0.027845351,H9
0.012697192,0.50968915,H9
0.110901676,0.596141,H9
0.017812189,0.5357215,H9
0.09035933,0.5937021,H9
0.03480497,0.50823593,H9
0.011587199,0.5170827,H9
0.12327746,0.55849326,H9
0.14140214,0.58378077,H9
0.52310437,0.0445532,H9
0.52141064,0.002871152,H9
0.50102836,0.036951326,H9
0.48740834,0.033600908,H9
0.50024986,0.025046384,H9
0.4822634,0.041745786,H9
0.535039,0.039391335,H9
0.45425582,0.023766845,H9
0.11061834,0.55142033,H9
0.1171991,0.6039781,H9
0.07115557,0.55736476,H9
0.022977538,0.5291781,H9
0.11039582,0.5842656,H9
0.02657305,0.52304757,H9
0.024306655,0.50691485,H9
0.013063914,0.5307603,H9
0.499459,0.9726561,H9
0.48370022,0.9964252,H9
0.4713947,0.99046373,H9
0.4903715,0.9891953,H9
0.4948109,0.9616631,H9
0.49003276,0.95939064,H9
0.4849557,0.9863803,H9
0.49077213,0.9541696,H9
0.109792985,0.5566558,H9
0.104538485,0.55264974,H9
0.10166468,0.5426885,H9
0.032913428,0.5158403,H9
0.08222772,0.5611192,H9
0.13210098,0.5964609,H9
0.023434652,0.5034641,H9
0.011331979,0.4939481,H9
0.48395222,0.97665435,H9
0.4823365,0.9574935,H9
0.46890464,1,H9
0.48108497,0.9666546,H9
0.4669337,0.98789126,H9
0.4874579,0.9753392,H9
0.4786353,0.99192244,H9
0.49026197,0.96657085,H9
0.9565712,0.5877462,H9
0.9263,0.52282244,H9
0.91502357,0.5491708,H9
0.9222901,0.5484104,H9
0.9230981,0.5340758,H9
0.9429243,0.5151749,H9
0.98141015,0.59943485,H9
0.9745232,0.47633225,H9
0.036344476,0.52029675,H9
0.107409626,0.5944741,H9
0.119742006,0.5942081,H9
0.000650272,0.51900387,H9
0.036344476,0.52029675,H9
0.09618878,0.58587146,H9
0.11478338,0.5481991,H9
0.050524205,0.5408281,H9
0.9296241,0.569591,H9
0.96114695,0.48667398,H9
0.93922144,0.5798036,H9
0.9887348,0.6049316,H9
0.91476005,0.55840695,H9
0.9848363,0.4809653,H9
0.94832134,0.4934145,H9
0.9414945,0.57772374,H9
0.91797304,0.5784177,H9
0.94519424,0.5944503,H9
0.9483707,0.490124,H9
0.9415578,0.49701703,H9
0.93553424,0.5894803,H9
0.96191776,0.5889371,H9
0.9347862,0.542427,H9
0.97433,0.48741326,H9
0.9353784,0.51444197,H9
0.9422534,0.53989446,H9
0.9199574,0.5662303,H9
0.9584596,0.49691546,H9
0.9655449,0.5655789,H9
0.95214164,0.59433186,H9
0.97093725,0.6034421,H9
0.9866559,0.47699696,H9
0.9533214,0.5373786,H9
0.9846236,0.6057251,H9
0.96947473,0.49368283,H9
0.95844233,0.4761241,H9
0.9595294,0.5046774,H9
0.9322602,0.57182926,H9
0.96008754,0.59962386,H9
0.9359796,0.5285218,H9
0.98203766,0.49375212,H9
0.96500045,0.53352654,H9
0.9567487,0.5550017,H9
0.9968593,0.6054702,H9
0.95479494,0.5526939,H9
0.96645564,0.5185817,H9
0.95783395,0.5335229,H9
0.96359503,0.57066524,H9
0.47960606,0.9846224,H9
0.4908353,0.98061323,H9
0.46876436,0.9784456,H9
0.47483212,0.9986573,H9
0.4719049,0.97818375,H9
0.45979458,0.98209906,H9
0.4644642,0.9953936,H9
0.49859187,0.9780956,H9
0.99272907,0.50482076,H9
0.9224459,0.5852946,H9
0.99894667,0.60567397,H9
0.9594821,0.5346173,H9
0.9701109,0.5051725,H9
0.990678,0.481488,H9
0.94979876,0.5569107,H9
0.948364,0.509906,H9
0.0749191,0.57373035,H9
0.100275934,0.5914961,H9
0.0532374,0.48557886,H9
0.055489846,0.5032607,H9
0.061217077,0.5456802,H9
0.10901383,0.59932023,H9
0.112076186,0.581724,H9
0.05380632,0.47890124,H9
0.054697618,0.5011821,H9
0.09328595,0.60041964,H9
0.03469262,0.47908837,H9
0.032983676,0.4810986,H9
0.070793524,0.5388306,H9
0.09818049,0.6097612,H9
0.043243762,0.49975458,H9
0.119661324,0.58368725,H9
0.09907412,0.61103743,H9
0.035097074,0.48438472,H9
0.050325286,0.4829282,H9
0.13040961,0.5705502,H9
0.0507514,0.49606335,H9
0.049241316,0.53042305,H9
0.06687636,0.5556514,H9
0.09322438,0.5837204,H9
0.50617456,0.017681716,H9
0.5042295,0.008207055,H9
0.51237583,0.02232028,H9
0.46427283,0.029467473,H9
0.5033312,0.031259466,H9
0.4832726,0.035621785,H9
0.45564684,0.025114244,H9
0.45189455,0.029192949,H9
